scenario,rep_id,audit_era,n_test_iters,n_flagged,threshold,direct_anchor,reactive_cascade,induced_cascade,periodic_gap,endogenous_unexplained,indeterminate,duration_s,first_lat_s,treatment
F_attack_burst,F_attack_burst_rep1_1779925262,sparse,1620,0,86515.04890076988,0,0,0,0,0,0,485.7189452648163,inf,T4_z3
F_attack_burst,F_attack_burst_rep2_1779783887,sparse,1582,0,87225.97470996095,0,0,0,0,0,0,446.89435338974,inf,T4_z3
F_attack_burst,F_attack_burst_rep3_1779784878,sparse,1519,0,88051.87857949879,0,0,0,0,0,0,446.5511169433594,inf,T4_z3
A_idle,A_idle_rep100_1779812502,rich,1564,0,133973.10582015972,0,0,0,0,0,0,447.90652108192444,inf,T5_z5
A_idle,A_idle_rep101_1779813494,rich,1533,0,137264.26064830497,0,0,0,0,0,0,441.0840368270874,inf,T5_z5
A_idle,A_idle_rep102_1779814486,rich,1584,0,133125.36837837505,0,0,0,0,0,0,450.78722071647644,inf,T5_z5
A_idle,A_idle_rep103_1779815470,rich,1537,0,135079.1183014086,0,0,0,0,0,0,453.01601481437683,inf,T5_z5
A_idle,A_idle_rep104_1779816455,rich,1537,0,136258.64298352107,0,0,0,0,0,0,448.08638429641724,inf,T5_z5
A_idle,A_idle_rep105_1779817412,rich,1547,0,134679.76086751386,0,0,0,0,0,0,439.65822744369507,inf,T5_z5
A_idle,A_idle_rep106_1779818394,rich,1542,0,133155.1233049225,0,0,0,0,0,0,442.7219715118408,inf,T5_z5
A_idle,A_idle_rep107_1779819402,rich,1534,0,135412.61452226454,0,0,0,0,0,0,440.2585873603821,inf,T5_z5
A_idle,A_idle_rep108_1779820360,rich,1547,0,134401.7452416746,0,0,0,0,0,0,446.6120960712433,inf,T5_z5
A_idle,A_idle_rep109_1779821454,rich,1761,0,134205.3577631513,0,0,0,0,0,0,492.8585739135742,inf,T5_z5
A_idle,A_idle_rep10_1779805584,rich,1599,0,136644.46592430706,0,0,0,0,0,0,444.49448919296265,inf,T5_z5
A_idle,A_idle_rep1_1779763627,rich,1593,0,132991.38686115347,0,0,0,0,0,0,437.6029624938965,inf,T5_z5
A_idle,A_idle_rep1_1779764866,rich,1489,0,135368.03578632002,0,0,0,0,0,0,443.06332087516785,inf,T5_z5
A_idle,A_idle_rep1_1779792575,rich,1550,0,134779.01896660024,0,0,0,0,0,0,442.9143362045288,inf,T5_z5
A_idle,A_idle_rep2_1779765851,rich,1543,0,135773.40802801368,0,0,0,0,0,0,443.6004045009613,inf,T5_z5
A_idle,A_idle_rep2_1779793556,rich,1533,0,136021.8010714932,0,0,0,0,0,0,446.3375289440155,inf,T5_z5
A_idle,A_idle_rep3_1779766966,rich,1622,0,133987.41201638308,0,0,0,0,0,0,445.6621115207672,inf,T5_z5
B_flow_install,B_flow_install_rep1_1779767967,rich,1495,0,135163.38818150322,0,0,0,0,0,0,450.23384189605713,inf,T5_z5
B_flow_install,B_flow_install_rep2_1779768974,rich,1517,0,135542.50946063845,0,0,0,0,0,0,446.65291690826416,inf,T5_z5
B_flow_install,B_flow_install_rep3_1779769963,rich,1593,0,136847.79016387116,0,0,0,0,0,0,450.0884459018707,inf,T5_z5
C_ping_sustained,C_ping_sustained_rep1_1779772300,rich,1676,0,136160.77243895852,0,0,0,0,0,0,502.42786169052124,inf,T5_z5
C_ping_sustained,C_ping_sustained_rep2_1779773392,rich,1709,0,134108.58197803792,0,0,0,0,0,0,495.639041185379,inf,T5_z5
C_ping_sustained,C_ping_sustained_rep3_1779774602,rich,1650,0,134938.4705372137,0,0,0,0,0,0,496.4184296131134,inf,T5_z5
D_attack_flush,D_attack_flush_rep10_1779803000,rich,1501,0,134736.0586214332,0,0,0,0,0,0,441.1401252746582,inf,T5_z5
D_attack_flush,D_attack_flush_rep11_1779808057,rich,1525,0,135087.51188848855,0,0,0,0,0,0,441.05113911628723,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779775605,sparse,1548,0,132606.64565405343,0,0,0,0,0,0,446.97479796409607,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779794528,rich,1451,0,133734.84937722335,0,0,0,0,0,0,445.5994279384613,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779897245,rich,1611,0,134240.1760348187,0,0,0,0,0,0,484.84301948547363,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779898343,rich,1677,0,132748.07340098103,0,0,0,0,0,0,486.55622005462646,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779899387,rich,1645,0,135673.14565060358,0,0,0,0,0,0,481.2320005893707,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779900393,rich,1656,0,134065.4984232002,0,0,0,0,0,0,482.78136706352234,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779901468,rich,1645,0,134421.25373891703,0,0,0,0,0,0,486.61102175712585,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779902496,rich,1743,0,134917.3894088637,0,0,0,0,0,0,492.8745684623718,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779903540,rich,1690,0,132713.75260832012,0,0,0,0,0,0,482.6039001941681,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779904598,sparse,1644,0,134760.86043440254,0,0,0,0,0,0,494.5570583343506,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779905617,sparse,1686,0,126912.69396899606,0,0,0,0,0,0,482.7057213783264,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779906668,sparse,1668,0,135736.4545654445,0,0,0,0,0,0,481.37711477279663,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779907752,sparse,1716,0,134187.78706667383,0,0,0,0,0,0,493.7917366027832,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779908779,sparse,1601,0,134411.37190819808,0,0,0,0,0,0,494.84852170944214,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779909806,sparse,1688,0,135146.2996156513,0,0,0,0,0,0,490.76390862464905,inf,T5_z5
D_attack_flush,D_attack_flush_rep1_1779910808,sparse,1591,0,133048.0674749092,0,0,0,0,0,0,480.6067898273468,inf,T5_z5
D_attack_flush,D_attack_flush_rep2_1779776606,sparse,1493,0,134785.11245964555,0,0,0,0,0,0,450.23367643356323,inf,T5_z5
D_attack_flush,D_attack_flush_rep2_1779795493,rich,1522,0,134805.78605645517,0,0,0,0,0,0,440.0075783729553,inf,T5_z5
D_attack_flush,D_attack_flush_rep3_1779777599,sparse,1492,0,134895.63051679597,0,0,0,0,0,0,446.5292544364929,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779779845,sparse,1526,0,134392.9139412528,0,0,0,0,0,0,446.3694055080414,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779911828,sparse,1727,0,134478.28709436444,0,0,0,0,0,0,495.3909695148468,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779912878,sparse,1651,0,136136.8331416358,0,0,0,0,0,0,480.9942214488983,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779913899,sparse,1724,0,136278.05486584076,0,0,0,0,0,0,492.2483789920807,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779914908,sparse,1736,0,135388.04357162197,0,0,0,0,0,0,494.4914917945862,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779915921,sparse,1713,0,134818.7231086073,0,0,0,0,0,0,494.6486487388611,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779916997,sparse,1669,0,134163.36447635203,0,0,0,0,0,0,488.6486051082611,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep1_1779917987,sparse,1725,0,133537.37868746315,0,0,0,0,0,0,485.82541060447693,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep2_1779780861,sparse,1540,0,134176.5597983738,0,0,0,0,0,0,441.90501141548157,inf,T5_z5
E_attack_single_rule,E_attack_single_rule_rep3_1779781893,sparse,1449,0,134385.94485697354,0,0,0,0,0,0,451.3355724811554,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779782895,sparse,1558,0,135147.26574844663,0,0,0,0,0,0,444.3356533050537,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779919045,sparse,1737,0,134354.90303295793,0,0,0,0,0,0,491.962854385376,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779920089,sparse,1710,0,133506.76217623038,0,0,0,0,0,0,490.9382131099701,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779921141,sparse,1664,0,136780.84565978078,0,0,0,0,0,0,494.3531663417816,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779922178,sparse,1690,0,133138.78246529272,0,0,0,0,0,0,493.17589139938354,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779923207,sparse,1672,0,135018.5643437941,0,0,0,0,0,0,495.2925651073456,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779924218,sparse,1687,0,133416.05953055763,0,0,0,0,0,0,491.8368535041809,inf,T5_z5
F_attack_burst,F_attack_burst_rep1_1779925262,sparse,1620,0,132610.94943327206,0,0,0,0,0,0,485.7189452648163,inf,T5_z5
F_attack_burst,F_attack_burst_rep2_1779783887,sparse,1582,0,133607.17888591753,0,0,0,0,0,0,446.89435338974,inf,T5_z5
F_attack_burst,F_attack_burst_rep3_1779784878,sparse,1519,0,134591.033760485,0,0,0,0,0,0,446.5511169433594,inf,T5_z5
A_idle,A_idle_rep100_1779812502,rich,1564,556,182.0,475,81,0,0,0,0,447.90652108192444,inf,T6_mad5
A_idle,A_idle_rep101_1779813494,rich,1533,539,74.0,464,75,0,0,0,0,441.0840368270874,inf,T6_mad5
A_idle,A_idle_rep102_1779814486,rich,1584,550,165.0,474,76,0,0,0,0,450.78722071647644,inf,T6_mad5
A_idle,A_idle_rep103_1779815470,rich,1537,554,284.0,474,80,0,0,0,0,453.01601481437683,inf,T6_mad5
A_idle,A_idle_rep104_1779816455,rich,1537,549,80.0,406,143,0,0,0,0,448.08638429641724,inf,T6_mad5
A_idle,A_idle_rep105_1779817412,rich,1547,537,91.0,455,82,0,0,0,0,439.65822744369507,inf,T6_mad5
A_idle,A_idle_rep106_1779818394,rich,1542,538,62.0,412,126,0,0,0,0,442.7219715118408,inf,T6_mad5
A_idle,A_idle_rep107_1779819402,rich,1534,538,56.0,457,81,0,0,0,0,440.2585873603821,inf,T6_mad5
A_idle,A_idle_rep108_1779820360,rich,1547,543,84.0,430,113,0,0,0,0,446.6120960712433,inf,T6_mad5
A_idle,A_idle_rep109_1779821454,rich,1761,608,74.0,515,93,0,0,0,0,492.8585739135742,inf,T6_mad5
A_idle,A_idle_rep10_1779805584,rich,1599,546,164.0,472,74,0,0,0,0,444.49448919296265,inf,T6_mad5
A_idle,A_idle_rep1_1779763627,rich,1593,540,79.0,106,78,0,169,187,0,437.6029624938965,inf,T6_mad5
A_idle,A_idle_rep1_1779764866,rich,1489,545,154.0,105,75,0,117,248,0,443.06332087516785,inf,T6_mad5
A_idle,A_idle_rep1_1779792575,rich,1550,542,128.0,471,71,0,0,0,0,442.9143362045288,inf,T6_mad5
A_idle,A_idle_rep2_1779765851,rich,1543,545,74.0,90,71,0,134,250,0,443.6004045009613,inf,T6_mad5
A_idle,A_idle_rep2_1779793556,rich,1533,563,74.0,473,90,0,0,0,0,446.3375289440155,inf,T6_mad5
A_idle,A_idle_rep3_1779766966,rich,1622,540,62.0,72,49,0,216,203,0,445.6621115207672,inf,T6_mad5
B_flow_install,B_flow_install_rep1_1779767967,rich,1495,549,133.0,108,82,0,136,223,0,450.23384189605713,inf,T6_mad5
B_flow_install,B_flow_install_rep2_1779768974,rich,1517,534,194.0,112,76,0,132,214,0,446.65291690826416,inf,T6_mad5
B_flow_install,B_flow_install_rep3_1779769963,rich,1593,549,164.0,107,107,0,147,188,0,450.0884459018707,inf,T6_mad5
C_ping_sustained,C_ping_sustained_rep1_1779772300,rich,1676,620,181.0,122,83,0,158,257,0,502.42786169052124,inf,T6_mad5
C_ping_sustained,C_ping_sustained_rep2_1779773392,rich,1709,593,183.0,108,74,0,201,210,0,495.639041185379,inf,T6_mad5
C_ping_sustained,C_ping_sustained_rep3_1779774602,rich,1650,610,134.0,159,90,0,131,230,0,496.4184296131134,inf,T6_mad5
D_attack_flush,D_attack_flush_rep10_1779803000,rich,1501,553,62.0,481,48,24,0,0,0,441.1401252746582,0.08845901489257812,T6_mad5
D_attack_flush,D_attack_flush_rep11_1779808057,rich,1525,570,195.0,493,48,29,0,0,0,441.05113911628723,0.22173380851745605,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779775605,sparse,1548,552,127.0,73,43,187,96,153,0,446.97479796409607,0.5079786777496338,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779794528,rich,1451,554,195.0,441,73,40,0,0,0,445.5994279384613,0.26987743377685547,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779897245,rich,1611,583,92.0,488,61,34,0,0,0,484.84301948547363,0.7310137748718262,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779898343,rich,1677,590,116.0,496,56,38,0,0,0,486.55622005462646,0.5970337390899658,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779899387,rich,1645,585,222.0,498,60,27,0,0,0,481.2320005893707,0.2765200138092041,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779900393,rich,1656,574,140.0,497,44,33,0,0,0,482.78136706352234,0.013302326202392578,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779901468,rich,1645,599,68.0,502,62,35,0,0,0,486.61102175712585,0.6194789409637451,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779902496,rich,1743,595,183.0,516,50,29,0,0,0,492.8745684623718,0.006601572036743164,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779903540,rich,1690,609,56.0,528,53,28,0,0,0,482.6039001941681,0.17934846878051758,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779904598,sparse,1644,582,225.0,146,53,163,82,138,0,494.5570583343506,0.4243941307067871,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779905617,sparse,1686,577,62.0,170,91,158,59,99,0,482.7057213783264,0.5915873050689697,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779906668,sparse,1668,579,74.0,111,31,162,98,177,0,481.37711477279663,0.19714593887329102,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779907752,sparse,1716,580,110.0,132,51,174,106,117,0,493.7917366027832,0.5260255336761475,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779908779,sparse,1601,600,62.0,127,43,177,91,162,0,494.84852170944214,0.22497820854187012,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779909806,sparse,1688,605,170.0,131,49,174,127,124,0,490.76390862464905,0.31534433364868164,T6_mad5
D_attack_flush,D_attack_flush_rep1_1779910808,sparse,1591,572,62.0,101,46,189,93,143,0,480.6067898273468,0.7193930149078369,T6_mad5
D_attack_flush,D_attack_flush_rep2_1779776606,sparse,1493,550,156.0,127,49,156,96,122,0,450.23367643356323,0.09190964698791504,T6_mad5
D_attack_flush,D_attack_flush_rep2_1779795493,rich,1522,550,56.0,460,53,37,0,0,0,440.0075783729553,0.25185108184814453,T6_mad5
D_attack_flush,D_attack_flush_rep3_1779777599,sparse,1492,545,127.0,123,53,160,85,124,0,446.5292544364929,0.5708732604980469,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779779845,sparse,1526,533,56.0,96,47,160,92,138,0,446.3694055080414,0.7790861129760742,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779911828,sparse,1727,589,80.0,81,22,178,155,153,0,495.3909695148468,0.019356966018676758,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779912878,sparse,1651,618,74.0,110,57,183,85,183,0,480.9942214488983,0.2854430675506592,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779913899,sparse,1724,590,255.0,116,44,168,83,179,0,492.2483789920807,0.3904728889465332,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779914908,sparse,1736,589,85.0,132,49,167,71,170,0,494.4914917945862,0.5423731803894043,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779915921,sparse,1713,594,74.0,137,65,161,105,126,0,494.6486487388611,0.7678101062774658,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779916997,sparse,1669,595,62.0,136,48,171,84,156,0,488.6486051082611,0.14871597290039062,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep1_1779917987,sparse,1725,584,122.0,138,85,170,66,125,0,485.82541060447693,0.48567938804626465,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep2_1779780861,sparse,1540,543,189.0,124,51,166,92,110,0,441.90501141548157,0.5826196670532227,T6_mad5
E_attack_single_rule,E_attack_single_rule_rep3_1779781893,sparse,1449,551,62.0,92,41,170,89,159,0,451.3355724811554,0.5824489593505859,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779782895,sparse,1558,562,74.0,162,62,152,76,110,0,444.3356533050537,0.04231762886047363,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779919045,sparse,1737,601,56.0,112,72,182,107,128,0,491.962854385376,0.02789592742919922,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779920089,sparse,1710,601,158.0,111,49,182,86,173,0,490.9382131099701,0.14266180992126465,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779921141,sparse,1664,587,79.0,94,51,171,101,170,0,494.3531663417816,0.12640905380249023,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779922178,sparse,1690,582,89.0,115,51,167,125,124,0,493.17589139938354,0.405322790145874,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779923207,sparse,1672,600,56.0,126,51,178,120,125,0,495.2925651073456,0.651378870010376,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779924218,sparse,1687,592,168.0,106,39,189,90,168,0,491.8368535041809,0.33732128143310547,T6_mad5
F_attack_burst,F_attack_burst_rep1_1779925262,sparse,1620,595,106.0,121,51,173,67,183,0,485.7189452648163,0.6184115409851074,T6_mad5
F_attack_burst,F_attack_burst_rep2_1779783887,sparse,1582,537,61.0,73,42,170,97,155,0,446.89435338974,0.5261795520782471,T6_mad5
F_attack_burst,F_attack_burst_rep3_1779784878,sparse,1519,540,80.0,108,49,159,110,114,0,446.5511169433594,0.47890186309814453,T6_mad5
